#,Company,Website,Category,General Contact Email,Email Type,HR Person Name,HR Person Title,HR Person Direct Email,LinkedIn Profile,Priority,Notes
287,Springworks,springworks.in,HR Tech / Background Verification / SaaS,kartik@springworks.in,contact,Kartik Mandaville,Founder & CEO,kartik@springworks.in,https://www.linkedin.com/in/kartik-mandaville-springworks/,High,"Bengaluru + Santa Monica; remote-first ALWAYS HIRING (springworks.springrecruit.com); products: SpringVerify, SpringRecruit, EngageWith, Trivia; CMU grad; email pattern estimated"
288,HackerEarth,hackerearth.com,Developer Assessment / Hiring Tech / SaaS,support@hackerearth.com,contact,Vikas Aditya,CEO,support@hackerearth.com,https://www.linkedin.com/in/vikasaditya/,High,"Bengaluru; developer skill assessment + coding interviews; founded by IIT Roorkee alumni (Sachin Gupta, Vivek Prakash); 7M+ developer community"
289,Clootrack,clootrack.com,CX Analytics / AI Insights / SaaS,shameel@clootrack.com,contact,Shameel Abdulla,Co-Founder & CEO,shameel@clootrack.com,https://www.linkedin.com/in/shameelabdulla/,High,Bangalore; $4M raised (Inventus + Salesforce Ventures); AI customer experience analytics; serial entrepreneur; Co-founder: Subbakrishna Rao (CTO); email pattern estimated
290,Salesken,salesken.ai,Sales AI / Conversational Intelligence / SaaS,surga@salesken.ai,contact,Surga Thilakan,Co-Founder & CEO,surga@salesken.ai,https://in.linkedin.com/in/surga-thilakan-0196994,High,✅ DIRECT CEO EMAIL — Bengaluru; Series B; $41M raised over 11 rounds (Microsoft M12 + Sequoia); in-call live sales intelligence; ex-Goldman Sachs; IIM-A MBA; Co-founder: Sreeraman Vaidyanathan; Ph: +91 80416 49503
291,Smallcase,smallcase.com,WealthTech / Investment Platform / Fintech,vasanth@smallcase.com,contact,Vasanth Kamath,Founder & CEO,vasanth@smallcase.com,https://in.linkedin.com/in/vasanthskamath,High,"Richmond Road Bangalore; 367 employees; changing how India invests; IIT-KGP founders; Co-founders: Anugrah Shrivastava, Rohan Gupta; Blume + Sequoia backed; email pattern estimated"
292,BOSC Tech Labs,bosctechlabs.com,Mobile / Web App Development,hr@bosctechlabs.com,careers,HR Team,HR,hr@bosctechlabs.com,https://in.linkedin.com/company/bosc-tech-labs,High,✅ DIRECT HR EMAIL — Sargasan Gandhinagar; 5 OPEN JOBS on Indeed; Flutter/React specialists; also info@ + contact@bosctechlabs.com; founded 2017
293,Samcom Technologies,samcomtechnologies.com,AI Voice / Chat / Workflow Automation,ketan@samcomtechnologies.com,contact,Ketan Jadhav,Founder & CEO,ketan@samcomtechnologies.com,https://theorg.com/org/samcom-technologies/org-chart/ketan-jadhav,High,Motera Ahmedabad (Gandhinagar border); AI voice/chat/workflow automation; 20+ yrs experience; founded 2013; ZoomInfo confirmed k***@samcomtechnologies.com
294,Evolvision Technologies,evolvision.com,Web / Software Development,business@evolvision.com,contact,Jimit Joshi,Founder & CEO,business@evolvision.com,https://in.linkedin.com/in/jimitjoshi,High,✅ PHONE: +91-9510645454 — Pramukh Arcade-2 Kudasan Gandhinagar; partners: Jimit Joshi + Sandip Patel
295,Unity Infoway,unityinfoway.com,Web / Mobile Development,info@unityinfoway.com,contact,Rahul Gondaliya,Founder,info@unityinfoway.com,https://in.linkedin.com/company/unity-infoway,High,"Radhe Infinity, Rakshashakti Circle, Kudasan Gandhinagar; serving since 2011; email estimated"
296,Setu,setu.co,Fintech API Infrastructure / Open Banking,hello@setu.co,contact,Anand Raisinghani,CEO,hello@setu.co,https://in.linkedin.com/company/setu-co,High,"Infantry Road Bangalore; fintech infra APIs (payments, data, lending); acquired by Pine Labs; founded by Sahil Kini + Nikhil Kumar (2018); strong intern program reputation"
297,Hyperface,hyperface.co,Credit Cards-as-a-Service / Fintech,ramanathan@hyperface.co,contact,Ramanathan RV,Co-Founder & CEO,ramanathan@hyperface.co,https://in.linkedin.com/in/ramanathanrv,High,Koramangala Bangalore; credit card program platform; CEO is ex-Juspay CTO + built India's first UPI app BHIM; Co-founder: Aishwarya Jaishankar (ex-HSBC); email pattern estimated
298,Docsumo,docsumo.com,Document AI / OCR / Agentic Processing,careers@docsumo.com,careers,Rushabh Sheth,Co-Founder & CEO,rushabh@docsumo.com,https://www.linkedin.com/in/rushabhasheth/,High,Bangalore + Mumbai + NYC offices; agentic document processing; IIT Bombay + IIM Bangalore CEO; Co-founder: Bikram Dahal (CTO); Ph: +91 9892632246; email pattern estimated
299,Testsigma,testsigma.com,Test Automation / Open Source / AI,support@testsigma.com,contact,Rukmangada Kandyala,Founder & CEO,rukmangada@testsigma.com,https://www.linkedin.com/in/rukmangada-kandyala/,High,Ejipura Bangalore; $4.6M (Accel + STRIVE); open source test automation; HIRING in Bengaluru; first-gen college grad founder; email pattern estimated
300,Stylumia,stylumia.ai,Fashion AI / Trend Forecasting / Analytics,ganesh.subramanian@stylumia.com,contact,Ganesh Subramanian,Founder & CEO,ganesh.subramanian@stylumia.com,https://in.linkedin.com/in/gansubra,High,🎉 COMPANY #300 — Indiranagar Bangalore; AI predictive analytics for fashion; ex-Myntra COO; email format First.Last@stylumia.com confirmed
301,Increff,increff.com,Retail SaaS / Inventory AI / Supply Chain,rajul@increff.com,contact,Rajul Jain,Co-Founder & CEO,rajul@increff.com,https://www.linkedin.com/in/rajul-jain-increff/,High,"Bellandur Bangalore; AI retail SaaS for 700+ global brands; ZoomInfo confirmed r***@increff.com; Co-founders: Romil Jain, Anshuman Agarwal, Vishal Raj"
302,Bytes Technolab,bytestechnolab.com,Web / Mobile / Product Engineering,info@bytestechnolab.com,contact,Mitul Patel,CEO,info@bytestechnolab.com,https://www.linkedin.com/company/bytes-technolab,High,"Ahmedabad; 100-250 employees; ACTIVELY HIRING (PHP Lead, BDM, Graphic Designer); Director: Bhavesh Surani"
303,Moweb Technologies,moweb.com,Web / Mobile App Development,contact@moweb.com,contact,Jainam Shah,Founder & CEO,contact@moweb.com,https://in.linkedin.com/in/mowebtech,High,✅ PHONE: +91 98255 55989 — Ahmedabad; 69 employees; web/mobile dev
304,Excellent Webworld,excellentwebworld.com,Web / Mobile / IoT Development,sales@excellentwebworld.com,contact,Paresh Sagar,Founder & CEO,sales@excellentwebworld.com,https://in.linkedin.com/in/pareshsagar,High,✅ PHONE: +91 99047 78418 — Ahmedabad; 224 employees; founded 2011; CEO phone numbers found via ContactOut
305,Powerplay,getpowerplay.in,Construction Tech / SaaS / Project Mgmt,iesh@getpowerplay.in,contact,Iesh Dixit,Co-Founder & CEO,iesh@getpowerplay.in,https://in.linkedin.com/in/ieshdixit,High,"Bengaluru; Series A; construction project management SaaS; Co-founders: Manish Prasad, Shubham Goyal; email pattern estimated"
306,Brick&Bolt,bricknbolt.com,Construction Tech / Marketplace,jayesh@bricknbolt.com,contact,Jayesh Rajpurohit,Co-Founder & CEO,jayesh@bricknbolt.com,https://in.linkedin.com/in/jaybnb,High,Koramangala Bangalore; tech-enabled construction company; ACTIVELY HIRING (per co-founder LinkedIn); Co-founder: Arpit Rajpurohit; email pattern estimated
307,Zetwerk,zetwerk.com,Manufacturing / B2B Marketplace / AI,amrit@zetwerk.com,contact,Amrit Acharya,Co-Founder & CEO,amrit@zetwerk.com,https://in.linkedin.com/in/amritacharya,High,"Bellandur Bangalore; manufacturing unicorn; RocketReach confirmed a***@zetwerk.com; jobs at zetwerk.skillate.com; Co-founders: Vishal Chaudhary, Rahul Sharma; IIT Madras"
308,TatvaSoft,tatvasoft.com,Software Development / Enterprise,info@tatvasoft.com,contact,Manish Patel,Founder & CEO,info@tatvasoft.com,https://www.crunchbase.com/person/manish-patel-154d,High,"✅ PHONE: +91 96014 21472 — Ahmedabad; 1,212 employees; founded 2001; HR Manager: Itesh Sharma; Co-founder: Parth Barot"
309,Third Rock Techkno,thirdrocktechkno.com,AI Software Development / Web / Mobile,hr@thirdrocktechkno.com,careers,Krunal Shah,Co-Founder & CEO,krunal@thirdrocktechkno.com,https://www.linkedin.com/in/krunalhshah/,High,"CG Road Ahmedabad; AI-enabled software dev; HR Sr Executive: Varun Kotaria (ZoomInfo v***@thirdrocktechkno.com); hiring via Instahyre + careers page; Co-founders: Tapan Patel, Nishant"
310,AllianceTek,alliancetek.com,Software / AI / Digital Transformation,hello@alliancetek.com,contact,Sunil Jagani,"Founder, President & CTO",hello@alliancetek.com,https://www.linkedin.com/company/alliancetek,High,✅ DIRECT EMAIL — Sola Ahmedabad office (+US HQ); founded 2004; AI + digital transformation
311,WeblineIndia,weblineindia.com,Offshore Software Development,info@weblineindia.com,contact,Atul Mehta,Co-Founder & CEO,info@weblineindia.com,https://in.linkedin.com/company/weblineindia,High,Mithakhali Ahmedabad; offshore software dev; careers page accepts open applications; Co-founder: Vipul M (CTO)
312,Atomicwork,atomicwork.com,AI ITSM / Enterprise Service Mgmt,vijay@atomicwork.com,contact,Vijay Rayapati,Co-Founder & CEO,vijay@atomicwork.com,https://www.linkedin.com/in/amnigos/,High,"Bengaluru + SF + Singapore; Khosla Ventures-backed AI alternative to ServiceNow; Co-founders: Kiran Darisi (ex-Freshworks founding team), Parsuram Vijayasankar; email pattern estimated"
313,DevRev,devrev.ai,AI CRM / Support Platform / DevTools,dheeraj.pandey@devrev.ai,contact,Dheeraj Pandey,Co-Founder & CEO,dheeraj.pandey@devrev.ai,https://www.linkedin.com/in/dpandey/,High,"✅ DIRECT CEO EMAIL — large Bengaluru office (Adarsh Palm Retreat, Bellandur); founded by ex-Nutanix CEO; Adobe board member; Co-founder: Manoj Agarwal"
314,Log9 Materials,log9materials.com,Climate DeepTech / EV Batteries / Nanotech,contact@log9materials.com,contact,Akshay Singhal,Founder & CEO,akshay@log9materials.com,https://in.linkedin.com/in/akshay-singhal-log9,High,Bangalore; Forbes 30U30 Asia; aluminium fuel cells + rapid charging EV batteries; IIT Roorkee PhD; Co-founder: Karthik Hajela (COO); email pattern estimated
315,String Bio,stringbio.com,Industrial Biotech / Methane-to-Protein,info@stringbio.com,contact,Ezhil Subbian,Co-Founder & CEO,ezhil@stringbio.com,https://in.linkedin.com/in/ezhilsubbian,High,Bangalore; methane → value-added products; UN/NITI Aayog Women Transforming India Award; 20 yrs biobased product dev; email pattern estimated
316,Zignuts Technolab,zignuts.com,Web / Mobile / AI Development,info@zignuts.com,contact,Sagar Bhayani,Co-Founder,sagar@zignuts.com,https://in.linkedin.com/in/sagarbhayani,High,"Sargasan GANDHINAGAR (Siddharaj Zori, 4th Floor); founded 2012; co-founder: Gunjan Kalariya; email pattern estimated"
317,Inexture Solutions,inexture.com,Python / Java / Mobile Development,info@inexture.com,contact,Vishal Shah,Co-Founder & CEO,vishal@inexture.com,https://in.linkedin.com/in/co-founder-inexture,High,Ahmedabad; Python/Django + Java specialists; operating since 2014; email pattern estimated
318,Aglowid IT Solutions,aglowiditsolutions.com,Web / Mobile / AI Development,info@aglowiditsolutions.com,contact,Ronak Patel,CEO,ronak@aglowiditsolutions.com,https://www.linkedin.com/in/ronak-patel-aglowid/,High,Ahmedabad; web/mobile/AI dev; CTO: Saurabh Barot; email pattern estimated
319,eSparkBiz,esparkinfo.com,AI Software Development / Web,sales@esparkinfo.com,contact,Harikrishna Kundariya,Co-Founder & Director,harikrishna@esparkinfo.com,https://in.linkedin.com/in/henry-kundariya,High,"Science City Ahmedabad (City Centre-2, 10th floor); founded 2010; CURRENTLY HIRING; email format name@esparkinfo.com confirmed"
320,CustomerGlu,customerglu.com,Gamified Engagement / Retention / SaaS,prateek@customerglu.com,contact,Prateek Gupta,Co-Founder & CEO,prateek@customerglu.com,https://www.linkedin.com/in/prateek1gupta/,High,"Bangalore; plug-and-play gamification platform (streaks, challenges, quizzes); founded 2016; Co-founders: Sumant Subrahmanya (Product), Raman Shrivastava (AI); email pattern estimated"
321,WebEngage,webengage.com,MarTech / Customer Engagement / SaaS,avlesh@webengage.com,contact,Avlesh Singh,Co-Founder & CEO,avlesh@webengage.com,https://www.linkedin.com/in/avlesh/,High,Koramangala Bengaluru office (IndiQube Lexington) + Mumbai HQ; Series B; ZoomInfo confirmed a***@webengage.com; full-stack retention OS; open roles at webengage.com/current-openings; Co-founder: Ankit Utreja (CTO)
322,Peerbits,peerbits.com,Healthcare IT / Mobile / Web Dev,info@peerbits.com,contact,Shahid Mansuri,Co-Founder & CEO,info@peerbits.com,https://in.linkedin.com/company/peerbits,High,✅ PHONE: +91 79400 34577 — Ashram Road Ahmedabad; healthcare platform engineering + EHR integration; founded 2011; Co-founder: Ubaid Pisuwala
323,Webs Optimization,websoptimization.com,Web / Mobile Software Development,careers@websoptimization.com,careers,Nikunj Shingala,Founder & CEO,careers@websoptimization.com,https://in.linkedin.com/in/nikunj-shingala-a6114060,High,✅ DIRECT CAREERS EMAIL + PHONE: +91 94280 88175 — SG Highway Ahmedabad (near Sola Bridge)
324,Logistic Infotech,logisticinfotech.com,Logistics IT / Web / Mobile Dev,info@logisticinfotech.com,contact,Chintan Adatiya,Co-Founder & CEO,info@logisticinfotech.com,https://www.logisticinfotech.com/company/our-team/,High,✅ PHONE: +91 99746 99270 — Vijay Cross Road Ahmedabad + Rajkot; 12+ yrs; Co-founder: Alpesh Harsoda (MD)
325,Tridhya Tech,tridhyatech.com,Digital Transformation / Enterprise Dev,info@tridhyatech.com,contact,Ramesh Marand,"Founder, MD & CEO",ramesh.m@shaligraminfotech.com,https://in.linkedin.com/in/rameshahir,High,Bopal Ahmedabad (One World West); NSE-listed; ₹150-250Cr revenue; founded 2018; alt CEO email via Shaligram Infotech
326,Stridely Solutions,stridelysolutions.com,SAP / Enterprise IT Consulting,career@stridelysolutions.com,careers,Kunal Shah,CEO,yjshah@stridelysolutions.com,https://in.linkedin.com/company/stridelysolutions,High,✅ DIRECT CAREERS EMAIL + PHONES: +91 90545 99361 / +91 79491 96111 — Bodakdev Ahmedabad; Great Place to Work certified; director email yjshah@ verified
327,Tecblic,tecblic.com,AI / ML / Data Science / Computer Vision,info@tecblic.com,contact,Shinoj Nair,Leadership,info@tecblic.com,https://www.linkedin.com/in/shinoj-nair-78267220/,High,✅ PHONE: +91 77779 07777 — Judges Bunglow Road Ahmedabad; AI/ML/deep learning/NLP/computer vision specialists; founded 2021; $70-150/hr shop
328,SmartConvo,smartconvo.io,Conversational AI / Enterprise Chatbots,shantilal@smartconvo.io,contact,Shantilal Matariya,Founder & CEO,shantilal@smartconvo.io,https://www.linkedin.com/in/shantilalmatariya/,High,✅ EMAIL FORMAT CONFIRMED [first]@smartconvo.io — Ahmedabad; AI-powered enterprise solutions; founder is NICM Gandhinagar alum
329,Azilen Technologies,azilen.com,Product Engineering / AI / Enterprise,naresh.prajapati@azilen.com,contact,Naresh Prajapati,Co-Founder & CEO,naresh.prajapati@azilen.com,https://in.linkedin.com/company/azilen-technologies,High,✅ DIRECT CEO EMAIL — Iscon-Ambli Road Ahmedabad; founded 2008; 100-250 employees; $63M revenue; Co-founder: Niket Kapadia (CTO)
330,Spectrics Solutions,spectricssolutions.com,AI / ML Development,info@spectricssolutions.com,contact,Team,—,info@spectricssolutions.com,https://www.spectricssolutions.com/services/ai-ml-development/,High,"✅ PHONE: +91 90814 31434 — The Capital 2, Science City Ahmedabad; AI & ML development"
331,OrcaMinds,orcaminds.in,GenAI / LLM / Computer Vision,info@orcaminds.in,contact,Team,—,info@orcaminds.in,https://orcaminds.in/,High,Ahmedabad; GenAI + LLMs + computer vision + intelligent automation; democratizing AI for SMBs; email estimated
332,Nexgits,nexgits.com,AI / ML / AR-VR Development,info@nexgits.com,contact,Team,—,info@nexgits.com,https://nexgits.com/,High,Ahmedabad; AI/ML + AR/VR + custom software; email estimated
333,WebClues Infotech,webcluesinfotech.com,AI Web / Mobile App Development,ayush@webcluesinfotech.com,contact,Ayush Kanodia,Founder & CEO,ayush@webcluesinfotech.com,https://www.webcluesinfotech.com/our-team/,High,Ahmedabad; AI-driven web/app dev; email format name@webcluesinfotech.com confirmed
334,Softvan,softvan.com,AI / ML / Big Data / IoT / Cloud,info@softvan.com,contact,Team,—,info@softvan.com,https://www.easyleadz.com/company/softvan,High,"Sigma Legacy, IIM Road Ahmedabad; ML/AI/BigData/IoT specialists; email estimated"
335,Whitelotus Corporation,whitelotuscorporation.com,Web / Mobile Development,info@whitelotuscorporation.com,contact,Team,—,info@whitelotuscorporation.com,https://rocketreach.co/whitelotus-corporation-profile_b5e3e8bdf42e6eda,High,Ahmedabad; 33 employees; software dev & design; email estimated
336,Agile Infoways,agileinfoways.com,AI Engineering / Enterprise Software,info@agileinfoways.com,contact,Ronak Shah,CEO,ronak@agileinfoways.com,https://www.agileinfoways.com/our-story/,High,Ahmedabad; since 2006; 900+ clients in 30+ countries; AI-powered enterprise software; COO: Vimal Shah; email pattern estimated
337,Concetto Labs,concettolabs.com,Web / Mobile / AI Development,info@concettolabs.com,contact,Manish Patel,Director,info@concettolabs.com,https://in.linkedin.com/company/concetto-labs,High,Ahmedabad; established 2014; email estimated
338,Vrinsoft Technology,vrinsoft.com,Mobile / AI Products / Enterprise,jay@vrinsoft.com,contact,Jay Patel,Founder & CEO,jay@vrinsoft.com,https://uk.linkedin.com/in/jaypatelvrinsoft,High,✅ DIRECT CEO EMAIL + HR EMAIL pranav.p@vrinsoft.com — Ahmedabad; 200+ professionals; AI-driven products; also sales@vrinsofts.com
339,Citrusbug Technolabs,citrusbug.com,AI Development / Python / Django,jobs@citrusbug.co,careers,Hiring Team,Recruiting,jobs@citrusbug.co,https://in.linkedin.com/company/citrusbug,High,✅ DIRECT JOBS EMAIL — Ahmedabad; award-winning AI dev agency; 25-100 employees; founded 2013
340,iTechNotion,itechnotion.com,AI Agents / Workflow Automation,info@itechnotion.com,contact,Team,—,info@itechnotion.com,https://itechnotion.com/,High,Ahmedabad; AI-native studio building agents for sales/support/HR/ops/finance; email estimated
341,Elsner Technologies,elsner.com,Ecommerce / AI / Digital Solutions,info@elsner.com,contact,Tarun Bansal,Key Contact,info@elsner.com,https://www.elsner.com/,High,"Navrangpura Ahmedabad (World Center, Ashram Rd); enterprise ecommerce + AI; email estimated"
342,Sigma Solve,sigmasolve.com,AI / Data / Cloud Engineering,info@sigmasolve.com,contact,Team,—,info@sigmasolve.com,https://www.linkedin.com/company/sigmasolvelimited,High,Ahmedabad; NSE-listed; AI/data/cloud engineering; incorporated 2010; email estimated
343,SculptSoft,sculptsoft.com,AI / Data Analytics / Custom Software,info@sculptsoft.com,contact,Prashant Thakkar,Co-Founder & CEO,prashant@sculptsoft.com,https://www.linkedin.com/in/prashant-thakkar-sculptsoft/,High,Ahmedabad; AI + data analytics + DevSecOps; email pattern estimated
344,Crest Data,crestdata.ai,Data / AI / Security / Observability,info@crestdata.ai,contact,Malhar Shah,Co-Founder & CEO,info@crestdata.ai,https://www.crestdata.ai/about-us/,High,Ahmedabad + San Jose; founded 2013; data analytics + cybersecurity + MLOps for enterprise (Splunk/Cisco partners); Co-founder: Neha Shah; email estimated
345,SoluteLabs,solutelabs.com,Product Dev / Mobile / Web / AI,contactus@solutelabs.com,contact,Karan Shah,Co-Founder & CEO,contactus@solutelabs.com,https://in.linkedin.com/in/prakashdonga8,High,✅ PHONE: +91 79403 90439 — IIM Road Ahmedabad; human-centered product dev; CTO: Prakash Donga (ZoomInfo p***@solutelabs.com)
346,Communication Crafts,communicationcrafts.com,Web / Creative / Remote Developers,info@communicationcrafts.in,contact,Chirag Dagli,Leadership,info@communicationcrafts.in,https://in.linkedin.com/company/communicationcrafts.com,High,Thaltej Ahmedabad (Times Square Grand); since 2005; ACTIVELY HIRING; email estimated
347,Softices,softices.com,Web / Mobile / IT Consultancy,hr@softices.com,careers,HR Team,HR Manager,hr@softices.com,https://www.linkedin.com/company/softices,High,"✅ DIRECT HR EMAIL + PHONE: +91 90814 44933 — Science City Road, Sola Ahmedabad; jobs at softices.com/jobs"
348,Technostacks Infotech,technostacks.com,Mobile / Web / IoT Development,info@technostacks.com,contact,Hansal Shah,Co-Founder,info@technostacks.com,https://www.linkedin.com/company/technostacks-infotech-pvt-ltd-,High,"Navrangpura Ahmedabad (Sun Square, CG Road); founded 2014; name@technostacks.com format confirmed; co-founders: Harshil Parikh, Mrudul Shah"
349,iCoderz Solutions,icoderzsolutions.com,Custom Software / Mobile Apps,info@icoderzsolutions.com,contact,Ashish Sudra,Founder & CEO,ashish@icoderzsolutions.com,https://in.linkedin.com/company/icoderz-solutions,High,Ahmedabad; custom software + app dev; email pattern estimated
350,Radixweb,radixweb.com,Software Development / Enterprise,team@radixweb.com,contact,Leadership Team,—,team@radixweb.com,https://radixweb.com/leadership,High,🎉 COMPANY #350 — Ahmedabad; established software engineering firm (since 2000); email estimated
351,Tatvic Analytics,tatvic.com,Marketing Analytics / AI / ML,info@tatvic.com,contact,Divya Nenwani,Assistant Manager HR,info@tatvic.com,https://in.linkedin.com/company/tatvic,High,✅ NAMED HR CONTACT — Prahladnagar Ahmedabad (Camps Corner 2); AI/ML/BigData analytics; Google partner; founded 2008 by Ravi Pathak; Global CEO: Ruhbir Singh
352,Ace Infoway,aceinfoway.com,Web / IT Services,info@aceinfoway.com,contact,Amit Mehta,Founder & CEO,amit@aceinfoway.com,https://www.aceinfoway.com/meet-the-team,High,Ahmedabad HQ + Rajkot + California; 22-year-old IT services firm; email pattern estimated
353,Satva Solutions,satvasolutions.com,Accounting Integrations / SaaS Dev,info@satvasolutions.com,contact,Chintan Prajapati,CEO,chintan@satvasolutions.com,https://www.linkedin.com/in/chintanprajapati/,High,Ahmedabad; accounting tech integrations; also founded SyncTools.io; email pattern estimated
354,Devstree IT Services,devstree.com,Mobile / Cloud / AI Enterprise Software,info@devstree.com,contact,Nirav Joshi,Founder & Director,nirav@devstree.com,https://rocketreach.co/devstree-it-services-pvt-ltd-profile_b45a17e9fc667a47,High,Ahmedabad; 132 employees; mobile + cloud + AI enterprise software; email pattern estimated
355,9Series Solutions,9series.com,Software / Mobile Development,info@9series.com,contact,Team,—,info@9series.com,https://www.linkedin.com/company/9seriesinc,High,Ahmedabad; 12-year-old software dev firm; email estimated
356,Theta Technolabs,thetatechnolabs.in,Software Consulting / Custom Dev,info@thetatechnolabs.in,contact,Team,—,info@thetatechnolabs.in,https://in.linkedin.com/company/theta-technolabs,High,Sarkhej Ahmedabad + Dallas; software consulting + custom dev; founded 2021; email estimated
357,Headout,headout.com,Travel Experiences / Marketplace,varun@headout.com,contact,Varun Khona,Co-Founder & CEO,varun@headout.com,https://www.linkedin.com/in/varunkhona/,High,"Bellandur Bangalore; global travel experiences marketplace; Co-founders: Suren Sultania (COO), Vikram Jit Singh (CTO); email pattern estimated"
358,Cleartrip,cleartrip.com,Travel Tech / OTA / Flipkart Group,jobs@cleartrip.com,careers,Ayyappan R,CEO,jobs@cleartrip.com,https://in.linkedin.com/company/cleartrip,High,✅ DIRECT JOBS EMAIL — Bannerghatta Road Bangalore (91Springboard); Flipkart-owned OTA; also contact@cleartrip.com
359,Machaxi,machaxi.com,Sports Tech / AI Coaching,info@machaxi.com,contact,Pratish Raj,Co-Founder & CEO,pratish@machaxi.com,https://in.linkedin.com/company/machaxi,High,"Bengaluru; tech-enabled sports coaching (badminton/swimming); founded 2019; Co-founders: Tushar Raj, Ashish Anand; email pattern estimated"
360,StanceBeam,stancebeam.com,Sports Tech / Cricket IoT / Analytics,info@stancebeam.com,contact,Arminder Thind,Co-Founder & CEO,arminder@stancebeam.com,https://in.linkedin.com/company/stancebeam,High,Bengaluru; smart cricket bat sensor + video analytics; founded 2017; Co-founder: Ishwinder Pal Singh; email pattern estimated
361,Pocket FM,pocketfm.com,Audio Series / Entertainment / AI,care@pocketfm.in,contact,Rohan Nayak,Co-Founder & CEO,rohan@pocketfm.in,https://in.linkedin.com/in/rohan-nayak,High,"Koramangala Bangalore (Indiqube Royal Arcade); audio series platform; $196M+ funded (Lightspeed + Stepstone); Co-founders: Prateek Dixit (CTO), Nishanth S; email pattern estimated"
362,Kuku FM,kukufm.com,Audio Learning / Entertainment,support@kukufm.com,contact,Lal Chand Bisu,Co-Founder & CEO,lalchand@kukufm.com,https://in.linkedin.com/company/kukufm,High,"✅ PHONE: 079 4910 7812 — HSR Layout Bengaluru (Urban Vault 262); Google + Fundamentum backed; Co-founders: Vinod Kumar Meena, Vikas Goyal; email pattern estimated"
363,EatFit (Curefoods),eatfit.in,Food Tech / Cloud Kitchen,info@eatfit.in,contact,Ankit Nagori,Founder,info@eatfit.in,https://in.linkedin.com/in/ankitnagori,High,Hosur Road Bengaluru; internet-first healthy food brand; founder is ex-Flipkart CBO + Cult.fit co-founder; part of Curefoods; email estimated
364,Saankhya Labs,saankhyalabs.com,Semiconductors / 5G / SatCom Chips,info@saankhyalabs.com,contact,Parag Naik,Co-Founder & CEO,parag@saankhyalabs.com,https://in.linkedin.com/company/saankhya-labs-pvt.-ltd.,High,"Infantry Road Bangalore (Embassy Icon); India's first fabless semiconductor co; 5G NR + D2M broadcast chips; acquired by Tejas Networks; Co-founders: Vishwakumara Kayargadde (COO), Hemant Mallapur; email pattern estimated"
365,Calligo Technologies,calligotech.com,Fabless Semiconductor / HPC / AI,info@calligotech.com,contact,Anantha Kinnal,Co-Founder & CEO,anantha@calligotech.com,https://in.linkedin.com/company/calligo-technologies,High,Jayanagar Bangalore; $1.1M for POSIT-based silicon chip; HPC + BigData + AI/ML; ZoomInfo r***@calligotech.com (co-founder Rajaraman); email pattern estimated
366,AlphaICs,alphaics.ai,AI Chips / Edge AI Compute,info@alphaics.ai,contact,Pradeep Vajram,CEO & Executive Chairman,info@alphaics.ai,https://theorg.com/org/alphaics/org-chart/pradeep-vajram,High,Bangalore + USA; AI compute chips (NVIDIA competitor ambition); 25+ yrs ASIC experience; COO: Sanjay Palsamudram
367,Maieutic Semiconductor,maieutic.ai,GenAI Chip Design / EDA,info@maieutic.ai,contact,Team,—,info@maieutic.ai,https://www.indianstartuptimes.com/investment/bengalurus-maieutic-semiconductor-raises-4-15m-to-revolutionize-chip-design-with-generative-ai/,High,Bengaluru; $4.15M raised; generative AI for chip design; email estimated
368,Supertails,supertails.com,Pet Care / E-commerce / Telehealth,support@supertails.com,contact,Varun Sadana,Co-Founder,varun@supertails.com,https://www.linkedin.com/in/vsadana/,High,"Indiranagar Bangalore; pet care platform + first offline clinic (Feb 2025); HIRING; Co-founders: Aman Tekriwal, Vineet Khanna; email pattern estimated"
369,Ultrahuman,ultrahuman.com,Wearables / Metabolic Health / AI,mohit@ultrahuman.com,contact,Mohit Kumar,Co-Founder & CEO,mohit@ultrahuman.com,https://www.linkedin.com/in/mohitkumar89/,High,✅ DIRECT CEO EMAIL + PHONE: +91 99029 26311 — Bengaluru; Ultrahuman Ring AIR maker; Co-founder: Vatsal Singhal; ex-Runnr/Zomato founders
370,Reverie Language Technologies,reverieinc.com,Language AI / Translation / Voice,info@reverieinc.com,contact,Arvind Pani,Co-Founder & CEO,arvind@reverieinc.com,https://www.crunchbase.com/person/arvind-pani,High,"Bangalore; Indian language AI (translation/localization/voice); Reliance-acquired; Co-founders: SK Mohanty, Vivekananda Pani; email pattern estimated"
371,HealthifyMe,healthifyme.com,Health AI / Fitness / Nutrition,support@healthifyme.com,contact,Tushar Vashisht,Co-Founder & CEO,tushar@healthifyme.com,https://in.linkedin.com/in/tusharvashisht,High,"Bengaluru; $45M Khosla-led round; AI coach Ria; 35M+ users; Co-founders: Mathew Cherian, Sachin Shenoy; email pattern estimated"
372,Wysa,wysa.com,Mental Health AI / Chatbot,contact@wysa.com,contact,Jo Aggarwal,Co-Founder & CEO,jo@wysa.com,https://www.linkedin.com/company/wysa-ai,High,Bangalore + London + Boston; AI mental health chatbot; clinically validated; FDA breakthrough device designation; Co-founder: Ramakant Vempati; email pattern estimated
